"Longitude","Latitude","Elevation","Weekday","Month","Time","Land.Use_AGRICULTURAL","Land.Use_COMMERCIAL","Land.Use_FOREST","Land.Use_INDUSTRIAL","Land.Use_MILITARY RESERVATION","Land.Use_RESIDENTIAL","Location.Setting_RURAL","Location.Setting_SUBURBAN","Location.Setting_URBAN AND CENTER CITY","max_PM2.5","max_NO2","max_O3","max_PM10","max_CO","max_SO2"
-85.65452,38.22876,163,7,2,1515,0,0,0,0,0,1,0,1,0,5.8,5.6,0.046,12,0.2,1.5
-81.678449,41.492117,181,6,6,527,0,1,0,0,0,0,0,0,1,12.4,11,0.07,53,0.2,0.55
-96.85535,46.933754,271,5,11,330,1,0,0,0,0,0,0,1,0,12.4,8.9,0.021,13,0.2,0.7
-78.915,40.309722,357,7,3,430,0,1,0,0,0,0,0,0,1,17.4,22,0.03,19,0.2,5
-86.815,33.553056,180,3,5,503,0,1,0,0,0,0,0,0,1,9.4,16.2,0.038,15,0.2,3.9
-93.207615,45.13768,277,3,9,244,0,1,0,0,0,0,0,1,0,9.2,11.1,0.037,14,0.4,0.7
-94.635605,39.117219,273,5,7,554,0,0,0,0,0,1,0,0,1,5.6,30.2,0.053,10,0.3,1.7
-84.2905,33.6878,239,2,12,726,0,0,0,0,0,1,0,1,0,8.2,13.2,0.014,10,0.3,0.3
-93.207615,45.13768,277,4,12,700,0,1,0,0,0,0,0,1,0,2.7,4.5,0.033,2,0.2,1
-119.77321,36.78538,100,7,9,612,0,1,0,0,0,0,0,0,1,7.16666666666667,5.7,0.043,30.5,0.2,0.7
-105.00518,39.77949,1602,1,10,641,0,0,0,0,0,1,0,0,1,4.2,38.3,0.052,25,0.3,3.5
-100.76821,46.825425,566,3,7,566,0,0,0,0,0,1,0,1,0,8.4,5.1,0.039,18,0.1,0.2
-92.281296,34.756189,84,5,5,1226,0,1,0,0,0,0,0,0,1,11.7,15.6,0.046,18,0.3,1
-112.095767,33.503833,343,3,10,657,0,0,0,0,0,1,0,0,1,10.9,44.3,0.056,44,0.7,0.3
-104.778334,41.182227,1842,2,4,110,0,0,0,0,0,1,0,1,0,3.7,7.9,0.053,8,0.1,0.3
-80.038611,42.14175,192,7,5,507,0,1,0,0,0,0,0,1,0,8.1,24,0.053,13,0.5,0
-91.179219,30.461981,19,4,3,1533,0,1,0,0,0,0,0,0,1,13.55,38.1,0.022,35,0.2,2.2
-119.77321,36.78538,100,2,12,719,0,1,0,0,0,0,0,0,1,36.0333333333333,39.7,0.018,46,1.6,0.6
-78.915,40.309722,357,2,5,502,0,1,0,0,0,0,0,0,1,9.4,19,0.046,13,0.1,4
-80.038611,42.14175,192,3,11,321,0,1,0,0,0,0,0,1,0,6.7,3,0.036,14,0.1,0
-96.700769,43.54792,449,6,4,100,0,1,0,0,0,0,0,0,1,13.6,5,0.022,30,0.3,0.8
-115.078742,36.141875,543,7,2,1515,0,0,0,0,0,1,0,0,1,12.8,41.3,0.04,26,0.7,1.2
-117.41601,33.99958,255,4,10,644,0,0,0,0,0,1,0,1,0,10.7,40.5,0.049,48,0.65,0.8
-119.77321,36.78538,100,7,12,703,0,1,0,0,0,0,0,0,1,41.8,33.2,0.028,51,1.7,0.4
-117.32554,34.510961,913,4,9,1365,0,0,0,0,0,1,0,1,0,7.05,39.2,0.059,35,0.5,0.7
-95.976537,36.204902,201,5,8,953,0,0,0,0,0,1,0,0,1,6.33333333333333,13.9,0.041,12,0.2,0.5
-96.700769,43.54792,449,5,8,1338,0,1,0,0,0,0,0,0,1,7.2,18.3,0.033,13,0.2,0.3
-104.778334,41.182227,1842,6,6,1640,0,0,0,0,0,1,0,1,0,3.45,9.7,0.046,18,0.2,1.9
-106.5852,35.1343,1591,1,7,942,0,0,0,0,0,1,0,0,1,3.5,14.9,0.057,11,0.2,0.6
-115.078742,36.141875,543,6,12,1087,0,0,0,0,0,1,0,0,1,24.9,43.5,0.02,56,1.4,3.7
-76.878333,39.055277,50,1,8,578,0,0,0,0,0,1,0,1,0,8.75,9.5,0.046,17,0.3,0.6
-93.207615,45.13768,277,3,8,951,0,1,0,0,0,0,0,1,0,6.9,16.4,0.026,17,0.4,0.5
-119.807717,39.525083,1380,3,2,398,0,0,0,0,0,1,0,0,1,11.4,43.5,0.019,40.5,0.5,0.8
-117.32554,34.510961,913,1,9,991,0,0,0,0,0,1,0,1,0,10.05,34.4,0.048,30,0.4,1.7
-77.013178,38.921847,56,2,8,607,0,1,0,0,0,0,0,0,1,6.75,18.3,0.06,24,0.3,4
-121.894898,37.348497,19,3,2,1511,0,1,0,0,0,0,0,0,1,4.7,20.5,0.034,12,0.4,0.2
-86.815,33.553056,180,5,8,1331,0,1,0,0,0,0,0,0,1,16.3,23.1,0.052,26.5,0.4,5.7
-119.807717,39.525083,1380,5,7,925,0,0,0,0,0,1,0,0,1,11.2,11.3,0.061,25,0.2,0.4
-116.944222,32.789561,144,1,8,956,0,1,0,0,0,0,0,1,0,9.9,7,0.05,22,0.3,0.5
-104.778334,41.182227,1842,1,3,445,0,0,0,0,0,1,0,1,0,3.2,19.3,0.053,7,0.1,0.7
-94.635605,39.117219,273,1,2,1138,0,0,0,0,0,1,0,0,1,11.3,37,0.037,21,0.5,4.9
-72.902871,41.3014,2,4,9,994,0,1,0,0,0,0,0,0,1,7.2,7.2,0.029,11,0.2,0.1
-119.77321,36.78538,100,2,8,236,0,1,0,0,0,0,0,0,1,9.16666666666667,17.8,0.065,50,0.2,1.2
-119.77321,36.78538,100,2,6,180,0,1,0,0,0,0,0,0,1,10.4666666666667,14.1,0.081,38,0.2,2.6
-119.77321,36.78538,100,1,12,1460,0,1,0,0,0,0,0,0,1,49.35,33.6,0.017,53.5,1.3,0.4
-119.807717,39.525083,1380,3,3,1539,0,0,0,0,0,1,0,0,1,-1.2,16.9,0.052,10,0.2,0.1
-100.76821,46.825425,566,1,2,1495,0,0,0,0,0,1,0,1,0,2.7,9.1,0.034,9,0.2,0.3
-115.48307,32.67618,2.29519867897034,6,3,800,0,0,0,0,0,1,0,1,0,8.5,35.7,0.058,34,0.5,1.4
-119.77321,36.78538,100,7,12,1445,0,1,0,0,0,0,0,0,1,18.6333333333333,24.2,0.025,26,1.2,0.4
-106.5852,35.1343,1591,7,9,269,0,0,0,0,0,1,0,0,1,4.9,33,0.049,14,0.3,0.6
-95.976537,36.204902,201,1,3,1523,0,0,0,0,0,1,0,0,1,3.83333333333333,8,0.042,7,0.3,0.7
-97.475083,35.614131,355,1,6,1614,0,0,0,0,0,1,0,1,0,6.5,17,0.059,18,0.3,0
-86.114444,39.810833,233,6,8,590,0,0,0,0,0,1,0,1,0,5,17.3,0.022,8.5,0.2,0.3
-93.207615,45.13768,277,2,4,838,0,1,0,0,0,0,0,1,0,5.5,10.2,0.032,6,0.3,0.9
-86.114444,39.810833,233,1,1,739,0,0,0,0,0,1,0,1,0,10.5,20.2,0.024,23,0.3,2.2
-78.574167,35.856111,103,2,7,551,0,0,0,0,0,1,0,1,0,10.4,10.4,0.04,17,0.2,0.1
-90.198348,38.656429,155,1,6,893,0,0,0,0,0,1,0,0,1,7.75,16,0.048,17.5,0.2,2.7
-115.078742,36.141875,543,3,10,1399,0,0,0,0,0,1,0,0,1,4.7,38.2,0.037,22,0.7,2
-91.179219,30.461981,19,5,8,582,0,1,0,0,0,0,0,0,1,10.3,17.1,0.018,35,0.3,0.9
-115.078742,36.141875,543,7,2,1494,0,0,0,0,0,1,0,0,1,1.8,8.6,0.042,4,0.2,0
-93.207615,45.13768,277,1,7,935,0,1,0,0,0,0,0,1,0,5,5.8,0.044,11,0.3,0.8
-96.700769,43.54792,449,3,4,1196,0,1,0,0,0,0,0,0,1,8.5,17.3,0.045,14,0.3,1.1
-81.3625,28.596389,27,7,6,1256,0,1,0,0,0,0,0,0,1,9.6,6.3,0.037,15,0.5,0.5
-119.77321,36.78538,100,3,8,601,0,1,0,0,0,0,0,0,1,7.56666666666667,17.8,0.063,55.5,0.3,2.6
-77.013178,38.921847,56,3,11,314,0,1,0,0,0,0,0,0,1,4.5,15.2,0.029,5,0.3,1.8
-111.872222,40.736389,1304,2,12,1454,0,0,0,0,0,1,0,1,0,10.75,32,0.026,13,0.4,0.9
-81.3625,28.596389,27,4,5,1225,0,1,0,0,0,0,0,0,1,6.4,17.5,0.058,12,0.6,0.2
-96.700769,43.54792,449,3,10,1021,0,1,0,0,0,0,0,0,1,6.4,29.5,0.042,38,0.3,2.2
-120.4575,34.63782,34,1,2,424,0,1,0,0,0,0,0,0,1,4.9,19,0.04,21,0.4,1
-72.902871,41.3014,2,3,7,923,0,1,0,0,0,0,0,0,1,11.1,32.5,0.067,19.3333333333333,0.3,0.8
-94.635605,39.117219,273,4,6,882,0,0,0,0,0,1,0,0,1,6.3,32.9,0.051,8,0.2,0.6
-72.982778,43.608056,170,4,9,1001,0,1,0,0,0,0,0,0,1,3.15,4.4,0.034,8,0.2,0.7
-115.078742,36.141875,543,4,3,1155,0,0,0,0,0,1,0,0,1,8.3,15.8,0.049,25,0.3,2.3
-117.32554,34.510961,913,7,6,1620,0,0,0,0,0,1,0,1,0,4.8,26.6,0.05,23,0.2,1.9
-111.872222,40.736389,1304,1,2,46,0,0,0,0,0,1,0,1,0,4.8,38,0.038,13,0.6,0.5
-104.778334,41.182227,1842,5,5,1240,0,0,0,0,0,1,0,1,0,2.1,10.3,0.059,10,0.2,0.4
-117.41601,33.99958,255,6,1,758,0,0,0,0,0,1,0,1,0,1.7,16.3,0.045,14,0.15,0.3
-117.41601,33.99958,255,3,1,755,0,0,0,0,0,1,0,1,0,12.65,31,0.033,26,0.55,0.6
-91.179219,30.461981,19,4,5,490,0,1,0,0,0,0,0,0,1,12.15,13.5,0.051,44,0.2,2.9
-81.3625,28.596389,27,4,9,245,0,1,0,0,0,0,0,0,1,7.6,18,0.041,11,0.9,1
-106.5852,35.1343,1591,7,12,1067,0,0,0,0,0,1,0,0,1,8,29.8,0.035,26,0.7,1.2
-80.785683,35.2401,234,2,4,1188,0,0,0,0,0,1,0,0,1,13.6,13.6,0.047,26,0.3,1.1
-116.944222,32.789561,144,5,4,827,0,1,0,0,0,0,0,1,0,8.5,21,0.06,21,0.4,0.2
-81.3625,28.596389,27,1,2,424,0,1,0,0,0,0,0,0,1,7.1,26,0.06,10,0.6,0
-90.198348,38.656429,155,6,9,611,0,0,0,0,0,1,0,0,1,6.25,22.5,0.038,17.5,0.7,1.2
-81.3625,28.596389,27,6,9,996,0,1,0,0,0,0,0,0,1,7.1,4.8,0.026,13,0.2,0.1
-93.207615,45.13768,277,4,2,1127,0,1,0,0,0,0,0,1,0,3.95,6.2,0.03,12,0.2,0.7
-96.700769,43.54792,449,4,8,1337,0,1,0,0,0,0,0,0,1,6.4,4,0.033,12,0.3,0.2
-81.678449,41.492117,181,4,5,1589,0,1,0,0,0,0,0,0,1,11.2666666666667,19,0.038,61.5,0.4,5.35
-86.114444,39.810833,233,3,6,174,0,0,0,0,0,1,0,1,0,6.7,26.3,0.061,16,0.3,8
-117.41601,33.99958,255,4,1,1463,0,0,0,0,0,1,0,1,0,10.1,41.4,0.025,32,0.6,1.3
-106.5852,35.1343,1591,3,6,538,0,0,0,0,0,1,0,0,1,5.4,15.2,0.062,26,1.2,1.3
-80.785683,35.2401,234,5,9,995,0,0,0,0,0,1,0,0,1,12.6,28.9,0.052,23,0.4,0.7
-76.387017,37.103733,6,6,3,1157,0,0,0,0,1,0,0,1,0,3.7,1.9,0.045,5,0.1,0.5
-76.878333,39.055277,50,3,8,944,0,0,0,0,0,1,0,1,0,10.75,24,0.057,17,0.5,0.3
-112.095767,33.503833,343,7,9,262,0,0,0,0,0,1,0,0,1,4.7,30,0.052,14,0.3,2.4
-106.5852,35.1343,1591,3,4,825,0,0,0,0,0,1,0,0,1,5.7,23.1,0.059,8,0.3,0.4
-112.095767,33.503833,343,5,10,652,0,0,0,0,0,1,0,0,1,5.5,42.5,0.044,31,1,1.1
-72.902871,41.3014,2,6,1,23,0,1,0,0,0,0,0,0,1,13.55,24,0.027,13.6666666666667,0.4,1.7
-95.976537,36.204902,201,4,12,707,0,0,0,0,0,1,0,0,1,3.83333333333333,11.5,0.027,4,0.2,0
-116.944222,32.789561,144,5,1,1100,0,1,0,0,0,0,0,1,0,11.7,33,0.032,28,0.8,0.4
-96.700769,43.54792,449,1,2,417,0,1,0,0,0,0,0,0,1,6.8,7.2,0.022,14,0.2,0.2
-76.387017,37.103733,6,3,4,839,0,0,0,0,1,0,0,1,0,5.3,6.8,0.04,14,0.1,0.6
-96.85535,46.933754,271,2,1,390,1,0,0,0,0,0,0,1,0,10,12.7,0.03,4,0.2,0.3
-84.50404,39.12886,249,6,9,1710,0,1,0,0,0,0,0,0,1,8.2,9.4,0.037,10,0.2,0.6
-72.902871,41.3014,2,4,1,392,0,1,0,0,0,0,0,0,1,10,35.2,0.02,16.5,0.7,2.6
-106.5852,35.1343,1591,2,2,1517,0,0,0,0,0,1,0,0,1,5,44.3,0.045,17,0.5,1.6
-119.77321,36.78538,100,1,8,606,0,1,0,0,0,0,0,0,1,13.9333333333333,13.5,0.074,67.5,0.3,1.4
-81.3625,28.596389,27,2,6,901,0,1,0,0,0,0,0,0,1,5.5,2.4,0.022,16,0.4,0.9
-80.038611,42.14175,192,5,11,330,0,1,0,0,0,0,0,1,0,4.6,6,0.036,8,0.1,0
-72.902871,41.3014,2,4,10,651,0,1,0,0,0,0,0,0,1,5.4,30,0.023,14,0.5,0.6
-119.807717,39.525083,1380,2,11,1048,0,0,0,0,0,1,0,0,1,3.7,38.2,0.041,11,0.4,0.6
-71.0826,42.3295,20,7,6,899,0,1,0,0,0,0,0,0,1,3.8,4,0.026,9.5,0.3,0.6
-100.76821,46.825425,566,7,9,1704,0,0,0,0,0,1,0,1,0,4.9,4.9,0.029,16,0.2,1
-115.078742,36.141875,543,3,4,1196,0,0,0,0,0,1,0,0,1,7.5,10,0.059,46,0.2,1.6
-84.2905,33.6878,239,5,4,1562,0,0,0,0,0,1,0,1,0,6.45,28.4,0.041,13,0.4,0.3
-119.77321,36.78538,100,2,11,327,0,1,0,0,0,0,0,0,1,19.3333333333333,17.4,0.033,26,0.4,0.2
-104.778334,41.182227,1842,7,2,409,0,0,0,0,0,1,0,1,0,3.3,2.9,0.042,5,0.1,0
-76.699444,39.965278,131,5,1,1,0,0,0,0,0,1,0,1,0,9.85,32,0.028,16,0.3,17
-86.114444,39.810833,233,7,11,1403,0,0,0,0,0,1,0,1,0,5.45,6.9,0.034,9.5,0.3,0.7
-112.095767,33.503833,343,7,5,1585,0,0,0,0,0,1,0,0,1,5.7,29.5,0.057,17,0.5,0.7
-100.76821,46.825425,566,7,11,1410,0,0,0,0,0,1,0,1,0,7.4,8.3,0.032,14,0.2,2.3
-86.815,33.553056,180,6,8,212,0,1,0,0,0,0,0,0,1,8.4,24.7,0.057,20,0.2,5.3
-119.807717,39.525083,1380,4,3,1526,0,0,0,0,0,1,0,0,1,-0.45,12.9,0.041,7,0.2,0.1
-91.179219,30.461981,19,6,8,1311,0,1,0,0,0,0,0,0,1,6.1,17.9,0.035,19,0.2,0.5
-94.635605,39.117219,273,4,6,1253,0,0,0,0,0,1,0,0,1,10.45,30,0.05,24,0.3,1.5
-117.32554,34.510961,913,2,5,1601,0,0,0,0,0,1,0,1,0,4.4,5.7,0.05,19,0.1,1.9
-84.2905,33.6878,239,4,7,938,0,0,0,0,0,1,0,1,0,8.5,9.8,0.061,18,0.3,0.3
-78.574167,35.856111,103,2,10,299,0,0,0,0,0,1,0,1,0,4.7,3.9,0.026,6,0.2,0.1
-76.699444,39.965278,131,6,1,23,0,0,0,0,0,1,0,1,0,18.4,19,0.025,10,0.5,10
-78.915,40.309722,357,6,10,296,0,1,0,0,0,0,0,0,1,10.8,10,0.036,14,0.2,1
-72.902871,41.3014,2,3,5,132,0,1,0,0,0,0,0,0,1,3.2,19.2,0.038,23,0.2,0.2
-122.308628,47.568236,92,1,6,158,0,0,0,0,0,1,0,0,1,5.5,23.3,0.04,12,0.2,1.8
-77.013178,38.921847,56,2,8,1692,0,1,0,0,0,0,0,0,1,8.4,14.6,0.055,17,0.3,1
-72.902871,41.3014,2,4,3,819,0,1,0,0,0,0,0,0,1,2.7,23.5,0.041,6,0.2,0.4
-111.872222,40.736389,1304,3,11,1049,0,0,0,0,0,1,0,1,0,5.2,41,0.037,28,0.4,2.3
-86.114444,39.810833,233,4,4,1575,0,0,0,0,0,1,0,1,0,7.3,23.2,0.036,10,0.4,0.2
-86.114444,39.810833,233,3,7,1294,0,0,0,0,0,1,0,1,0,7.2,3.7,0.049,15,0.2,0.4
-72.902871,41.3014,2,2,8,1321,0,1,0,0,0,0,0,0,1,7.65,23.2,0.058,13,0.2,0.8
-104.778334,41.182227,1842,7,5,500,0,0,0,0,0,1,0,1,0,4.25,3.2,0.032,16,0.1,0.1
-91.179219,30.461981,19,6,1,16,0,1,0,0,0,0,0,0,1,21.1,31.4,0.034,35,1.7,6.9
-91.179219,30.461981,19,2,10,1370,0,1,0,0,0,0,0,0,1,7.75,17.6,0.035,27,0.3,0.5
-90.198348,38.656429,155,1,9,977,0,0,0,0,0,1,0,0,1,14.85,30.1,0.055,30.5,0.4,0.5
-86.114444,39.810833,233,2,10,1013,0,0,0,0,0,1,0,1,0,7,13.6,0.022,13,0.6,0.2
-119.77321,36.78538,100,5,8,603,0,1,0,0,0,0,0,0,1,9.16666666666667,9.4,0.061,60,0.2,1.9
-90.182722,32.329111,118,7,3,1536,0,1,0,0,0,0,0,0,1,5.5,6.4,0.05,10,0.2,0.2
-72.902871,41.3014,2,2,6,1251,0,1,0,0,0,0,0,0,1,5.15,31.3,0.033,13,0.2,2.2
-122.602877,45.496641,68,6,11,1409,0,0,0,0,0,1,0,1,0,11.9,22.7,0.016,13,0.4,0.5
-81.3625,28.596389,27,2,10,1034,0,1,0,0,0,0,0,0,1,11.2,28.9,0.048,20,0.7,0
-78.574167,35.856111,103,7,10,290,0,0,0,0,0,1,0,1,0,6.85,16.4,0.037,5,0.3,1
-77.013178,38.921847,56,4,9,623,0,1,0,0,0,0,0,0,1,5.53333333333333,10.6,0.034,24,0.2,2.5
-78.574167,35.856111,103,2,4,110,0,0,0,0,0,1,0,1,0,7.5,29.4,0.047,14,0.4,0.2
-76.387017,37.103733,6,4,10,1379,0,0,0,0,1,0,0,1,0,4.75,5.1,0.022,11,0.1,1.3
-93.207615,45.13768,277,7,7,199,0,1,0,0,0,0,0,1,0,-0.5,5,0.038,10,0.3,0.1
-104.778334,41.182227,1842,2,11,320,0,0,0,0,0,1,0,1,0,2.15,1.6,0.038,4,0.1,0.4
-111.872222,40.736389,1304,3,3,1175,0,0,0,0,0,1,0,1,0,6.16666666666667,42,0.048,15,0.5,0.7
-93.643118,41.603159,280,5,4,92,0,1,0,0,0,0,0,0,1,3.6,18.8,0.042,12,0.2,0.1
-124.17949,40.77678,22,7,8,605,0,0,0,0,0,1,0,1,0,1.2,1.4,0.027,2,0.2,0.5
-112.095767,33.503833,343,1,9,1726,0,0,0,0,0,1,0,0,1,4.3,14.4,0.03,10,0.4,1.7
-106.5852,35.1343,1591,1,7,1285,0,0,0,0,0,1,0,0,1,5.35,17.1,0.065,17,0.3,0.4
-119.807717,39.525083,1380,4,1,378,0,0,0,0,0,1,0,0,1,4.6,36.4,0.041,16,0.5,1.5
-86.114444,39.810833,233,3,7,1658,0,0,0,0,0,1,0,1,0,4.7,14.3,0.043,9,0.2,0.1
-117.41601,33.99958,255,4,2,770,0,0,0,0,0,1,0,1,0,16.3,44.7,0.023,30,0.85,0.7
-77.40027,37.55652,54,7,1,395,0,0,0,0,0,1,0,1,0,8.45,25.5,0.043,12,0.3,1.4
-95.257593,29.733726,13,5,8,1331,0,0,0,1,0,0,0,0,1,19.3,37.1,0.06,52.5,0.3,-0.1
-73.297257,41.821342,511,3,7,209,0,0,1,0,0,0,1,0,0,9.8,4.2,0.067,14,0.3,1
-71.0826,42.3295,20,6,8,947,0,1,0,0,0,0,0,0,1,1.1,7,0.024,8.5,0.2,0.7
-94.635605,39.117219,273,4,10,1008,0,0,0,0,0,1,0,0,1,11.3,12.9,0.024,15,0.2,1
-97.475083,35.614131,355,3,7,1658,0,0,0,0,0,1,0,1,0,11.8,5,0.04,32,0.3,0
-120.4575,34.63782,34,4,11,329,0,1,0,0,0,0,0,0,1,7.3,19,0.032,13,0.6,0
-84.2905,33.6878,239,7,1,1116,0,0,0,0,0,1,0,1,0,11.8,36.7,0.038,19,0.9,1.4
-93.643118,41.603159,280,4,12,1442,0,1,0,0,0,0,0,0,1,13.1,17.3,0.018,17,0.3,0.1
-84.2905,33.6878,239,6,1,1486,0,0,0,0,0,1,0,1,0,8.66666666666667,32,0.035,14,0.5,1.2
-92.281296,34.756189,84,1,6,1271,0,1,0,0,0,0,0,0,1,8.5,15.2,0.025,16,0.2,1.1
-104.778334,41.182227,1842,6,7,919,0,0,0,0,0,1,0,1,0,4.4,13.5,0.056,19,0.2,0.6
-95.976537,36.204902,201,6,3,72,0,0,0,0,0,1,0,0,1,6.8,30.3,0.036,18,0.4,0.7
-77.013178,38.921847,56,5,12,1443,0,1,0,0,0,0,0,0,1,19.9,33.5,0.018,27,0.5,5.1
-119.807717,39.525083,1380,4,11,329,0,0,0,0,0,1,0,0,1,4.45,20.3,0.027,9,0.4,-0.1
-119.77321,36.78538,100,7,7,934,0,1,0,0,0,0,0,0,1,11.8,15.2,0.087,37,0.3,2.8
-78.915,40.309722,357,3,11,671,0,1,0,0,0,0,0,0,1,11.7,23,0.036,22,0.1,0
-117.41601,33.99958,255,2,5,1244,0,0,0,0,0,1,0,1,0,16.4,11.5,0.063,39,0.3,0.5
-96.700769,43.54792,449,7,10,647,0,1,0,0,0,0,0,0,1,3.1,5.8,0.04,18,0.2,1.3
-81.678449,41.492117,181,4,6,161,0,1,0,0,0,0,0,0,1,16.2,33,0.032,34.5,0.4,3.55
-119.77321,36.78538,100,3,3,1532,0,1,0,0,0,0,0,0,1,3.36666666666667,17.9,0.038,6.5,0.2,0.1
-95.257593,29.733726,13,5,6,176,0,0,0,1,0,0,0,0,1,15.1,15.8,0.016,66,0.3,1.7
-105.00518,39.77949,1602,4,9,980,0,0,0,0,0,1,0,0,1,19.25,57.5,0.055,58,0.5,1.8
-93.643118,41.603159,280,7,6,542,0,1,0,0,0,0,0,0,1,5.8,8,0.0495,14,0.2,0.1
-90.587611,41.530011,222,2,10,1370,0,0,0,0,0,1,0,0,1,1.8,10.7,0.01,7,0.3,0.5
-77.013178,38.921847,56,7,1,17,0,1,0,0,0,0,0,0,1,13.8666666666667,39.7,0.018,15,0.6,2.6
-78.574167,35.856111,103,5,5,134,0,0,0,0,0,1,0,1,0,8.95,8.5,0.046,18,0.3,0.2
-77.40027,37.55652,54,7,10,1004,0,0,0,0,0,1,0,1,0,2.6,16.4,0.035,6,0.3,0.2
-96.700769,43.54792,449,4,9,266,0,1,0,0,0,0,0,0,1,12.5,4.5,0.03,15,0.1,0.1
-81.3625,28.596389,27,6,3,814,0,1,0,0,0,0,0,0,1,11.9,2.4,0.045,15,0.6,0.5
-86.114444,39.810833,233,4,11,1421,0,0,0,0,0,1,0,1,0,22,16.7,0.015,26.5,0.5,1.9
-93.207615,45.13768,277,2,8,1321,0,1,0,0,0,0,0,1,0,13.3,20.8,0.043,32,0.4,0.5
-78.915,40.309722,357,7,2,1144,0,1,0,0,0,0,0,0,1,7.7,23,0.034,9,0.3,5
-86.114444,39.810833,233,7,10,297,0,0,0,0,0,1,0,1,0,2.8,28.4,0.033,6,0.3,0.1
-96.700769,43.54792,449,7,4,1186,0,1,0,0,0,0,0,0,1,2.3,5,0.047,6,0.3,1.9
-124.17949,40.77678,22,5,1,8,0,0,0,0,0,1,0,1,0,13.6,12.3,0.01,30,0.8,0
-121.894898,37.348497,19,2,5,509,0,1,0,0,0,0,0,0,1,3.35,6.6,0.028,6,0.2,0.1
-76.878333,39.055277,50,7,7,920,0,0,0,0,0,1,0,1,0,5.9,5.7,0.042,7,0.1,0.2
-106.5852,35.1343,1591,4,6,154,0,0,0,0,0,1,0,0,1,4.7,28.8,0.054,17,0.3,0.9
-119.807717,39.525083,1380,2,1,1468,0,0,0,0,0,1,0,0,1,13.2,35.6,0.028,22,1,1.9
-96.700769,43.54792,449,1,5,501,0,1,0,0,0,0,0,0,1,6.5,17.3,0.053,21,0.3,0.8
-115.48307,32.67618,2.29519867897034,5,8,582,0,0,0,0,0,1,0,1,0,11,17.6,0.051,43,0.2,2.4
-77.013178,38.921847,56,3,4,1574,0,1,0,0,0,0,0,0,1,5.85,29.1,0.05,22,0.3,1
-86.114444,39.810833,233,1,6,165,0,0,0,0,0,1,0,1,0,5,18.2,0.029,13,0.2,2.9
-121.894898,37.348497,19,6,12,1430,0,1,0,0,0,0,0,0,1,8.05,18.6,0.032,14,0.5,0
-93.643118,41.603159,280,5,8,596,0,1,0,0,0,0,0,0,1,6.1,5.5,0.0345,20,0.2,0
-72.902871,41.3014,2,1,3,445,0,1,0,0,0,0,0,0,1,3.8,17.6,0.042,8,0.2,0.4
-72.902871,41.3014,2,6,9,625,0,1,0,0,0,0,0,0,1,5.2,22.1,0.037,10,0.3,0.4
-78.915,40.309722,357,7,4,822,0,1,0,0,0,0,0,0,1,11.6,18,0.045,9,0.2,11
-117.41601,33.99958,255,4,3,1547,0,0,0,0,0,1,0,1,0,4.65,21.4,0.049,11.5,0.25,0.4
-93.207615,45.13768,277,7,6,1270,0,1,0,0,0,0,0,1,0,11.4,21.9,0.031,18,0.6,0.6
-100.76821,46.825425,566,5,6,1632,0,0,0,0,0,1,0,1,0,3.25,7.5,0.034,11,0.1,1.4
-84.50404,39.12886,249,5,3,806,0,1,0,0,0,0,0,0,1,11.9,39,0.026,17,0.4,1.8
-119.77321,36.78538,100,6,11,688,0,1,0,0,0,0,0,0,1,19.3333333333333,35.4,0.039,45,0.9,0.5
-72.902871,41.3014,2,1,2,1495,0,1,0,0,0,0,0,0,1,31,38.4,0.019,38,0.6,2
-124.17949,40.77678,22,7,8,962,0,0,0,0,0,1,0,1,0,17.4,2,0.028,39,0.2,0
-117.41601,33.99958,255,2,4,1202,0,0,0,0,0,1,0,1,0,4.8,35.9,0.054,25,0.4,0.7
-106.5852,35.1343,1591,3,10,1399,0,0,0,0,0,1,0,0,1,2.25,27.7,0.028,7,0.3,1.1
-78.915,40.309722,357,4,4,119,0,1,0,0,0,0,0,0,1,9.8,34,0.041,19,0.2,6
-73.82153,40.73614,33,7,1,1109,0,1,0,0,0,0,0,0,1,3.4,15.5,0.031,5,0.2,2.8
-119.77321,36.78538,100,3,1,1483,0,1,0,0,0,0,0,0,1,18.9666666666667,37,0.025,29,1.1,0.4
-81.678449,41.492117,181,3,2,1497,0,1,0,0,0,0,0,0,1,17.3,25,0.013,16,0.5,0.9
-119.807717,39.525083,1380,6,3,1521,0,0,0,0,0,1,0,0,1,-2.3,10.9,0.031,4,0.1,0
-77.013178,38.921847,56,5,12,722,0,1,0,0,0,0,0,0,1,14.4666666666667,28.1,0.021,25,0.3,1.8
-90.198348,38.656429,155,6,6,1276,0,0,0,0,0,1,0,0,1,12.1333333333333,11.3,0.048,23.5,0.2,0
-81.678449,41.492117,181,2,10,656,0,1,0,0,0,0,0,0,1,9.5,20,0.031,24,0.2,0.15
-120.4575,34.63782,34,2,2,397,0,1,0,0,0,0,0,0,1,2.9,26,0.035,11,0.4,1
-91.179219,30.461981,19,4,7,1295,0,1,0,0,0,0,0,0,1,20.5,12.5,0.036,55,0.2,0.1
-76.878333,39.055277,50,5,8,953,0,0,0,0,0,1,0,1,0,6.55,8.3,0.033,12,0.2,0.9
